Date,Time,Open,High,Low,Close,Volume
20100101,00:00:00,83.454,83.559,83.421,83.481,5072
20100101,01:00:00,83.472,83.495,83.416,83.485,6936
20100101,02:00:00,83.478,83.498,83.430,83.466,7684
20100101,03:00:00,83.440,83.500,83.400,83.405,4532
20100101,04:00:00,83.464,83.487,83.412,83.468,5700
20100101,05:00:00,83.468,83.502,83.415,83.450,7084
20100101,06:00:00,83.478,83.496,83.417,83.477,12516
20100101,07:00:00,83.475,83.498,83.407,83.485,10968
20100101,08:00:00,83.446,83.503,83.405,83.437,10280
20100101,09:00:00,83.479,83.504,83.418,83.479,22484
20100101,10:00:00,83.478,83.500,83.423,83.457,15448
20100101,11:00:00,83.437,83.499,83.410,83.457,16020
20100101,12:00:00,83.479,83.499,83.411,83.485,15216
20100101,13:00:00,83.448,83.496,83.418,83.473,12788
20100101,14:00:00,83.424,83.496,83.408,83.484,15236
20100101,15:00:00,83.472,83.494,83.397,83.465,15952
20100101,16:00:00,83.451,83.475,83.396,83.437,16536
20100101,17:00:00,83.429,83.470,83.394,83.423,20828
20100101,18:00:00,83.407,83.472,83.387,83.447,15772
20100101,19:00:00,83.408,83.471,83.387,83.417,12704
20100101,20:00:00,83.403,83.484,83.384,83.412,8828
20100101,21:00:00,83.408,83.473,83.390,83.454,9900
20100101,22:00:00,83.405,83.476,83.393,83.418,8120
20100101,23:00:00,83.405,83.477,83.388,83.447,9280
20100104,00:00:00,83.512,83.720,83.467,83.570,4912
20100104,01:00:00,83.570,83.635,83.180,83.195,7424
20100104,02:00:00,83.195,83.400,83.165,83.265,9712
20100104,03:00:00,83.270,83.310,83.135,83.225,19232
20100104,04:00:00,83.225,83.310,83.150,83.235,8188
20100104,05:00:00,83.235,83.255,83.060,83.145,5056
20100104,06:00:00,83.145,83.240,83.120,83.175,4560
20100104,07:00:00,83.170,83.425,83.145,83.375,6456
20100104,08:00:00,83.375,83.580,83.270,83.580,16964
20100104,09:00:00,83.575,83.840,83.530,83.775,24972
20100104,10:00:00,83.775,83.980,83.755,83.910,30144
20100104,11:00:00,83.910,84.045,83.825,84.020,25816
20100104,12:00:00,84.015,84.150,83.945,84.055,21984
20100104,13:00:00,84.055,84.125,83.990,84.040,14824
20100104,14:00:00,84.040,84.195,83.985,84.105,10752
20100104,15:00:00,84.105,84.240,84.035,84.120,24632
20100104,16:00:00,84.120,84.245,84.045,84.080,27616
20100104,17:00:00,84.080,84.375,84.035,84.365,36944
20100104,18:00:00,84.360,84.530,84.280,84.515,24916
20100104,19:00:00,84.515,84.560,84.415,84.540,14320
20100104,20:00:00,84.540,84.550,84.455,84.495,13368
20100104,21:00:00,84.495,84.495,84.350,84.380,13888
20100104,22:00:00,84.375,84.485,84.360,84.475,13324
20100104,23:00:00,84.470,84.560,84.385,84.395,5340
20100105,00:00:00,84.395,84.475,84.250,84.300,3596
20100105,01:00:00,84.300,84.440,84.255,84.395,6876
20100105,02:00:00,84.370,84.635,84.340,84.420,20640
20100105,03:00:00,84.420,84.440,84.160,84.245,14892
20100105,04:00:00,84.250,84.275,84.050,84.155,10992
20100105,05:00:00,84.150,84.200,84.030,84.075,7708
20100105,06:00:00,84.070,84.095,83.685,83.730,22136
20100105,07:00:00,83.710,83.945,83.620,83.825,18032
20100105,08:00:00,83.825,84.005,83.800,83.920,17488
20100105,09:00:00,83.930,84.075,83.865,83.925,25148
